"","Código Departamento","Departamento","Municipio","1","2","3","4","5","6","7","8","9","10","11","12"
"25001",25,"CUNDINAMARCA","AGUA DE DIOS",1,0,0,0,0,0,0,0,0,0,0,0
"25035",25,"CUNDINAMARCA","ANAPOIMA",0,0,0,0,0,0,0,0,1,0,0,0
"25040",25,"CUNDINAMARCA","ANOLAIMA",0,0,0,0,0,1,0,0,0,0,0,0
"25053",25,"CUNDINAMARCA","ARBELAEZ",0,0,0,0,0,0,0,0,0,1,0,1
"25086",25,"CUNDINAMARCA","BELTRAN",0,0,0,0,1,0,0,0,0,0,0,1
"25148",25,"CUNDINAMARCA","CAPARRAPI",0,0,0,0,0,0,0,0,0,0,1,1
"25151",25,"CUNDINAMARCA","CAQUEZA",0,1,1,0,0,0,0,0,1,1,0,0
"25168",25,"CUNDINAMARCA","CHAGUANI",0,0,0,1,0,0,0,0,0,0,0,1
"25178",25,"CUNDINAMARCA","CHIPAQUE",0,0,0,0,0,1,0,0,0,0,0,0
"25181",25,"CUNDINAMARCA","CHOACHI",0,0,0,0,0,0,0,1,0,0,0,0
"25269",25,"CUNDINAMARCA","FACATATIVA",0,0,0,0,0,1,0,0,0,0,0,0
"25279",25,"CUNDINAMARCA","FOMEQUE",0,0,0,0,0,1,0,0,0,0,0,0
"25290",25,"CUNDINAMARCA","FUSAGASUGA",0,1,0,1,0,1,0,0,0,1,0,0
"25293",25,"CUNDINAMARCA","GACHALA",0,0,0,0,0,1,0,0,0,0,0,0
"25299",25,"CUNDINAMARCA","GAMA",0,0,0,0,0,0,0,0,1,0,0,0
"25307",25,"CUNDINAMARCA","GIRARDOT",0,0,0,0,0,0,1,0,0,0,0,0
"25320",25,"CUNDINAMARCA","GUADUAS",0,2,0,1,0,0,0,0,0,0,1,0
"25324",25,"CUNDINAMARCA","GUATAQUI",0,0,0,0,0,0,0,0,0,0,1,0
"25328",25,"CUNDINAMARCA","GUAYABAL DE SIQUIMA",0,0,0,1,0,0,0,0,0,0,0,0
"25335",25,"CUNDINAMARCA","GUAYABETAL",0,0,0,0,0,1,0,0,0,0,0,1
"25368",25,"CUNDINAMARCA","JERUSALEN",0,0,0,0,0,1,0,0,0,0,0,0
"25386",25,"CUNDINAMARCA","LA MESA",0,0,0,0,1,0,0,0,0,0,0,0
"25402",25,"CUNDINAMARCA","LA VEGA",0,0,0,0,1,0,0,0,1,0,0,0
"25438",25,"CUNDINAMARCA","MEDINA",0,0,3,0,0,1,1,0,0,0,0,0
"25488",25,"CUNDINAMARCA","NILO",0,2,1,2,0,0,0,0,1,0,2,0
"25518",25,"CUNDINAMARCA","PAIME",1,0,0,0,0,0,0,0,0,0,1,0
"25530",25,"CUNDINAMARCA","PARATEBUENO",1,0,1,0,1,0,3,1,1,1,0,1
"25572",25,"CUNDINAMARCA","PUERTO SALGAR",0,0,0,0,1,1,0,0,0,0,2,0
"25580",25,"CUNDINAMARCA","PULI",0,0,0,1,0,1,0,0,0,0,0,0
"25592",25,"CUNDINAMARCA","QUEBRADANEGRA",0,0,0,0,0,1,0,0,0,0,0,0
"25594",25,"CUNDINAMARCA","QUETAME",0,0,1,0,1,0,0,0,0,1,0,0
"25599",25,"CUNDINAMARCA","RAFAEL REYES (APULO)",1,0,0,0,0,0,0,0,0,0,0,0
"25662",25,"CUNDINAMARCA","SAN JUAN DE RIO SECO",0,0,0,0,1,0,0,0,0,0,1,0
"25718",25,"CUNDINAMARCA","SASAIMA",0,1,0,0,0,0,0,0,0,0,0,0
"25743",25,"CUNDINAMARCA","SILVANIA",0,0,0,0,0,0,0,0,0,0,1,0
"25815",25,"CUNDINAMARCA","TOCAIMA",0,0,1,0,0,0,0,0,0,0,0,0
"25839",25,"CUNDINAMARCA","UBALA",0,0,0,0,0,0,0,0,1,0,1,0
"25851",25,"CUNDINAMARCA","UTICA",0,0,0,0,0,0,0,0,0,0,1,1
"25867",25,"CUNDINAMARCA","VIANI",0,1,0,0,0,0,0,0,0,0,0,0
"25885",25,"CUNDINAMARCA","YACOPI",0,0,1,0,0,1,0,0,0,1,1,0
"27001",27,"CHOCO","QUIBDO",4,2,3,1,4,2,3,0,3,4,3,4
"27006",27,"CHOCO","ACANDI",2,0,2,0,1,0,0,0,0,2,1,1
"27025",27,"CHOCO","ALTO BAUDO (PIE DE PATO)",0,2,1,1,1,2,1,1,0,1,0,1
"27050",27,"CHOCO","ATRATO",0,0,0,0,2,2,0,0,0,1,0,0
"27073",27,"CHOCO","BAGADO",0,0,1,0,2,1,0,0,1,0,0,2
"27075",27,"CHOCO","BAHIA SOLANO (MUTIS)",0,1,0,0,0,0,0,0,0,0,1,0
"27077",27,"CHOCO","BAJO BAUDO (PIZARRO)",1,1,1,0,0,0,0,0,0,0,0,0
"27086",27,"CHOCO","BELÃ‰N DE BAJIRA",0,0,0,0,0,0,0,0,0,0,1,1
"27099",27,"CHOCO","BOJAYA (BELLAVISTA)",3,4,3,3,0,2,0,2,0,0,0,0
"27135",27,"CHOCO","CANTON DE SAN PABLO (MANAGRU)",0,0,1,0,0,0,0,0,0,1,0,0
"27150",27,"CHOCO","CARMEN DEL DARIEN",2,2,4,3,2,3,1,3,4,2,3,1
"27160",27,"CHOCO","CERTEGUI",1,0,0,0,0,0,0,0,0,0,0,0
"27205",27,"CHOCO","CONDOTO",0,0,0,0,0,0,0,0,0,0,1,0
"27250",27,"CHOCO","LITORAL DEL BAJO SAN JUAN",1,2,0,1,0,3,0,0,0,2,0,0
"27361",27,"CHOCO","ITSMINA",0,1,1,0,1,0,0,0,0,0,0,1
"27372",27,"CHOCO","JURADO",1,0,0,0,0,2,0,0,0,0,0,1
"27413",27,"CHOCO","LLORO",0,1,1,0,1,1,1,0,0,0,1,1
"27450",27,"CHOCO","MEDIO SAN JUAN",0,0,1,0,1,0,0,0,0,1,0,0
"27491",27,"CHOCO","NOVITA",1,0,0,0,0,0,1,0,0,2,1,0
"27495",27,"CHOCO","NUQUI",0,3,1,1,3,0,1,0,0,0,0,0
"27580",27,"CHOCO","RIO IRO",0,0,2,0,1,0,1,0,0,0,0,1
"27600",27,"CHOCO","RIOQUITO",1,0,0,0,1,1,0,0,0,1,0,0
"27615",27,"CHOCO","RIOSUCIO",2,7,0,1,7,3,2,5,1,3,1,4
"27660",27,"CHOCO","SAN JOSE DEL PALMAR",0,1,2,2,0,0,0,0,1,0,2,0
"27745",27,"CHOCO","SIPI",0,0,1,0,0,0,0,0,0,0,0,0
"27787",27,"CHOCO","TADO",2,1,0,0,1,0,1,0,0,0,0,2
"27800",27,"CHOCO","UNGUIA",1,0,0,1,0,0,0,0,0,0,0,2
"41001",41,"HUILA","NEIVA",0,0,0,0,0,0,1,1,0,0,1,1
"41006",41,"HUILA","ACEVEDO",2,0,0,2,0,4,0,0,1,1,3,2
"41013",41,"HUILA","AGRADO",0,0,0,0,0,0,1,0,0,0,0,0
"41020",41,"HUILA","ALGECIRAS",0,2,1,0,1,0,2,1,1,0,0,1
"41026",41,"HUILA","ALTAMIRA",0,0,0,0,1,0,0,0,0,0,2,0
"41132",41,"HUILA","CAMPOALEGRE",0,0,1,0,1,0,0,0,0,1,0,0
"41244",41,"HUILA","ELIAS",0,0,0,0,0,1,0,0,0,0,0,0
"41298",41,"HUILA","GARZON",0,0,0,0,0,1,0,1,0,0,2,1
"41306",41,"HUILA","GIGANTE",4,0,1,1,2,1,2,0,0,0,0,1
"41319",41,"HUILA","GUADALUPE",2,2,0,1,0,0,0,0,0,0,0,1
"41349",41,"HUILA","HOBO",1,0,1,0,1,0,0,1,0,0,0,0
"41396",41,"HUILA","LA PLATA",2,0,0,0,0,1,0,1,1,1,0,0
"41503",41,"HUILA","OPORAPA",0,1,0,0,0,1,0,1,1,0,0,0
"41524",41,"HUILA","PALERMO",1,0,2,0,0,1,0,0,1,0,1,0
"41530",41,"HUILA","PALESTINA",0,0,0,0,1,1,0,0,2,2,1,3
"41548",41,"HUILA","PITAL",0,0,0,0,0,0,0,0,0,0,1,0
"41551",41,"HUILA","PITALITO",1,2,1,1,1,3,2,4,2,1,3,0
"41615",41,"HUILA","RIVERA",0,0,0,0,0,0,1,0,0,0,1,1
"41660",41,"HUILA","SALADOBLANCO",0,0,0,0,0,0,1,0,0,0,0,0
"41668",41,"HUILA","SAN AGUSTIN",0,1,0,0,2,0,0,1,0,0,1,0
"41770",41,"HUILA","SUAZA",1,2,1,0,0,0,1,2,1,0,3,0
"41791",41,"HUILA","TARQUI",0,1,0,0,0,0,0,0,0,0,0,0
"41797",41,"HUILA","TESALIA",0,0,0,0,0,1,0,0,0,0,0,0
"41799",41,"HUILA","TELLO",0,1,0,1,1,0,1,1,0,0,0,0
"41801",41,"HUILA","TERUEL",0,1,0,0,0,0,0,0,0,0,0,1
"41807",41,"HUILA","TIMANA",1,2,1,1,1,3,1,0,1,1,2,0
"41872",41,"HUILA","VILLAVIEJA",0,0,0,0,0,0,1,0,0,0,0,0
"41885",41,"HUILA","YAGUARA",1,0,0,0,0,0,0,0,0,0,0,0
"44001",44,"GUAJIRA","RIOHACHA",1,0,2,2,3,2,1,4,1,0,3,4
"44035",44,"GUAJIRA","ALBANIA",0,0,2,0,1,0,0,1,6,2,2,0
"44078",44,"GUAJIRA","BARRANCAS",1,0,0,1,0,2,1,2,0,1,1,3
"44090",44,"GUAJIRA","DIBULLA",2,0,1,0,2,1,1,0,2,0,1,3
"44098",44,"GUAJIRA","DISTRACCION",0,0,1,0,0,0,0,0,0,0,0,1
"44110",44,"GUAJIRA","EL MOLINO",0,0,0,0,2,0,0,1,1,0,0,0
"44279",44,"GUAJIRA","FONSECA",2,0,0,0,0,0,1,2,0,1,0,1
"44378",44,"GUAJIRA","HATONUEVO",1,0,0,0,0,0,3,0,0,1,0,0
"44420",44,"GUAJIRA","LA JAGUA DEL PILAR",0,0,0,0,0,2,0,0,0,0,0,0
"44430",44,"GUAJIRA","MAICAO",2,3,2,0,1,3,0,2,2,3,3,0
"44560",44,"GUAJIRA","MANAURE",0,0,0,0,1,0,0,0,0,0,1,0
"44650",44,"GUAJIRA","SAN JUAN DEL CESAR",1,0,1,0,3,2,0,0,1,1,0,2
"44847",44,"GUAJIRA","URIBIA",1,0,0,0,0,2,1,0,1,2,3,0
"44855",44,"GUAJIRA","URUMITA",2,0,0,0,0,2,0,3,0,0,1,0
"44874",44,"GUAJIRA","VILLANUEVA",0,1,0,0,1,1,0,1,1,1,1,0
"47001",47,"MAGDALENA","SANTA MARTHA",2,3,1,0,3,3,2,1,2,2,3,4
"47030",47,"MAGDALENA","ALGARROBO",0,0,0,0,0,1,0,1,0,1,2,0
"47053",47,"MAGDALENA","ARACATACA",3,0,0,1,2,1,2,4,3,2,0,0
"47058",47,"MAGDALENA","ARIGUANI (EL DIFICIL)",0,0,1,0,1,0,0,1,1,0,2,0
"47161",47,"MAGDALENA","CERRO SAN ANTONIO",0,0,0,0,0,1,0,1,0,0,0,0
"47170",47,"MAGDALENA","CHIVOLO",0,0,2,0,2,0,0,1,1,1,0,3
"47189",47,"MAGDALENA","CIENAGA",0,0,1,3,2,1,0,4,3,1,2,2
"47205",47,"MAGDALENA","CONCORDIA",1,0,0,0,0,1,0,0,0,0,0,0
"47245",47,"MAGDALENA","EL BANCO",0,2,2,0,0,0,0,1,0,1,1,1
"47258",47,"MAGDALENA","EL PIÃ‘ON",0,0,0,0,0,0,1,0,0,0,0,1
"47268",47,"MAGDALENA","EL RETEN",2,0,1,1,0,1,0,2,1,1,0,0
"47288",47,"MAGDALENA","FUNDACION",3,2,1,0,1,0,1,1,2,4,1,0
"47318",47,"MAGDALENA","GUAMAL",0,0,0,1,1,2,0,1,2,0,0,2
"47460",47,"MAGDALENA","NUEVA GRANADA",0,0,0,0,1,0,0,0,0,0,0,0
"47545",47,"MAGDALENA","PIJIÃ‘O DEL CARMEN (PIJIÃ‘O)",0,0,0,1,0,2,0,0,0,0,1,1
"47551",47,"MAGDALENA","PIVIJAY",2,0,0,0,0,1,1,1,0,0,3,1
"47555",47,"MAGDALENA","PLATO",0,0,0,0,0,0,1,2,1,0,1,0
"47660",47,"MAGDALENA","SABANAS DE SAN ANGEL",0,0,0,0,1,0,0,0,0,1,0,0
"47675",47,"MAGDALENA","SALAMINA",0,0,0,0,0,0,0,0,1,0,2,1
"47692",47,"MAGDALENA","SAN SEBASTIAN DE BUENAVISTA",0,0,0,0,0,0,1,0,0,2,0,0
"47703",47,"MAGDALENA","SAN ZENON",0,0,0,0,0,0,0,0,0,0,2,0
"47707",47,"MAGDALENA","SANTA ANA",1,0,2,0,1,1,0,0,0,0,0,1
"47720",47,"MAGDALENA","SANTA BARBARA DE PINTO",0,1,1,0,0,1,0,0,0,0,0,0
"47745",47,"MAGDALENA","SITIO NUEVO",0,0,0,0,0,0,1,1,0,0,1,0
"47798",47,"MAGDALENA","TENERIFE",0,1,0,0,2,0,0,0,0,0,0,1
"47960",47,"MAGDALENA","ZAPAYAN",0,0,0,0,0,1,0,0,1,0,0,0
"50001",50,"META","VILLAVICENCIO",9,2,0,9,2,6,3,4,2,5,4,4
"50006",50,"META","ACACIAS",3,0,0,2,1,0,0,2,0,1,1,2
"50110",50,"META","BARRANCA DE UPIA",0,0,3,0,1,0,1,0,0,0,0,1
"50124",50,"META","CABUYARO",0,0,0,0,0,0,2,0,1,1,0,0
"50150",50,"META","CASTILLA LA NUEVA",0,0,1,0,0,2,0,0,0,0,0,0
"50223",50,"META","CUBARRAL",0,0,0,0,0,0,1,0,0,1,0,0
"50226",50,"META","CUMARAL",0,1,0,2,1,0,0,0,0,1,0,1
"50251",50,"META","EL CASTILLO",0,1,0,1,0,0,0,0,0,0,0,0
"50270",50,"META","EL DORADO",0,0,0,0,0,1,0,1,0,0,0,0
"50287",50,"META","FUENTE DE ORO",0,0,0,0,1,1,0,0,2,1,0,1
"50313",50,"META","GRANADA",1,1,0,3,2,2,1,1,1,1,1,2
"50318",50,"META","GUAMAL",0,0,0,0,0,0,0,1,0,0,0,0
"50325",50,"META","MAPIRIPAN",0,0,0,1,0,0,0,0,0,2,0,1
"50330",50,"META","MESETAS",0,0,2,1,0,1,0,0,0,0,1,0
"50350",50,"META","LA MACARENA",1,2,0,1,2,2,1,0,1,0,2,0
"50370",50,"META","LA URIBE",0,0,0,2,0,0,2,0,0,1,0,1
"50400",50,"META","LEJANIAS",0,0,0,0,1,0,0,0,0,0,1,0
"50450",50,"META","PUERTO CONCORDIA",0,0,0,1,0,3,0,1,0,2,0,1
"50568",50,"META","PUERTO GAITAN",0,5,0,2,1,1,1,1,1,1,1,0
"50573",50,"META","PUERTO LOPEZ",0,0,3,2,3,3,3,2,0,0,0,3
"50577",50,"META","PUERTO LLERAS",4,1,1,2,0,4,2,0,0,0,0,0
"50590",50,"META","PUERTO RICO",1,2,2,1,0,1,0,0,2,0,2,1
"50606",50,"META","RESTREPO",0,0,0,2,1,0,0,0,0,0,0,0
"50680",50,"META","SAN CARLOS DE GUAROA",1,2,1,1,1,2,1,2,1,1,1,1
"50683",50,"META","SAN JUAN DE ARAMA",0,1,0,1,2,0,0,0,0,0,0,0
"50689",50,"META","SAN MARTIN",1,1,4,0,3,1,1,0,0,0,0,2
"50711",50,"META","VISTAHERMOSA",2,0,3,4,0,4,1,2,0,4,2,3
"52019",52,"NARIÑO","ALBAN (SAN JOSE)",0,0,0,0,0,0,0,1,0,0,0,1
"52036",52,"NARIÑO","ANCUYA",0,0,0,0,1,0,0,0,0,0,0,0
"52079",52,"NARIÑO","BARBACOAS",1,1,0,0,0,0,0,0,1,1,1,1
"52110",52,"NARIÑO","BUESACO",1,0,0,1,0,0,0,1,1,0,0,0
"52250",52,"NARIÑO","EL CHARCO",0,3,1,1,1,0,0,0,0,0,0,1
"52254",52,"NARIÑO","EL PEÃ‘OL",0,1,0,0,0,0,0,0,0,0,0,0
"52256",52,"NARIÑO","EL ROSARIO",0,0,0,0,0,0,0,0,0,0,0,1
"52260",52,"NARIÑO","EL TAMBO",0,0,0,1,0,0,0,0,0,0,0,0
"52287",52,"NARIÑO","FUNES",0,0,0,0,0,0,0,0,0,0,0,1
"52356",52,"NARIÑO","IPIALES",0,0,0,0,0,1,0,0,0,0,0,0
"52378",52,"NARIÑO","LA CRUZ",1,0,0,0,0,0,0,0,0,0,0,0
"52385",52,"NARIÑO","LA LLANADA",0,0,0,0,0,1,0,0,0,0,0,0
"52390",52,"NARIÑO","LA TOLA",0,0,0,0,0,0,0,0,1,0,0,0
"52399",52,"NARIÑO","LA UNION",0,0,0,0,0,1,0,0,1,0,0,0
"52405",52,"NARIÑO","LEIVA",0,1,1,0,0,1,0,0,0,0,0,1
"52411",52,"NARIÑO","LINARES",0,0,0,0,0,0,1,0,0,0,0,0
"52418",52,"NARIÑO","LOS ANDES (SOTOMAYOR)",1,0,0,0,0,0,0,0,0,0,0,0
"52427",52,"NARIÑO","MAGUI (PAYAN)",0,0,0,0,0,0,1,0,0,1,1,0
"52473",52,"NARIÑO","MOSQUERA",0,0,0,0,0,0,0,1,0,0,0,0
"52490",52,"NARIÑO","OLAYA HERRERA(BOCAS DE SATINGA",0,0,0,0,0,0,0,1,0,0,1,2
"52520",52,"NARIÑO","FRANCISCO PIZARRO (SALAHONDA)",0,0,0,0,0,0,0,1,0,1,1,0
"52540",52,"NARIÑO","POLICARPA",0,0,0,0,0,0,1,0,0,0,0,0
"52612",52,"NARIÑO","RICAURTE",0,0,0,0,1,1,1,0,0,1,1,0
"52678",52,"NARIÑO","SAMANIEGO",0,1,0,1,0,0,0,1,0,0,0,0
"52683",52,"NARIÑO","SANDONA",0,0,0,0,0,1,0,0,0,0,0,0
"52687",52,"NARIÑO","SAN LORENZO",0,0,0,0,1,1,1,0,0,0,0,0
"52699",52,"NARIÑO","SANTA CRUZ (GUACHAVES)",0,0,0,0,0,1,0,0,1,0,0,0
"52788",52,"NARIÑO","TANGUA",0,0,0,0,0,1,0,0,0,0,0,0
"52835",52,"NARIÑO","TUMACO",2,2,2,2,3,1,4,2,3,1,1,6
"54001",54,"NORTE SANTANDER","CUCUTA",2,1,5,1,5,5,2,3,1,3,2,5
"54003",54,"NORTE SANTANDER","ABREGO",2,0,1,1,3,3,2,4,0,1,4,1
"54051",54,"NORTE SANTANDER","ARBOLEDAS",0,0,0,1,0,0,0,0,0,1,0,0
"54099",54,"NORTE SANTANDER","BOCHALEMA",0,0,1,1,1,0,0,1,0,1,1,0
"54109",54,"NORTE SANTANDER","BUCARASICA",0,0,0,0,0,1,0,0,0,0,2,0
"54128",54,"NORTE SANTANDER","CACHIRA",0,0,0,1,0,0,1,1,0,1,0,0
"54172",54,"NORTE SANTANDER","CHINACOTA",1,0,0,1,1,0,0,0,1,1,2,0
"54206",54,"NORTE SANTANDER","CONVENCION",1,3,3,0,1,1,0,0,0,0,5,0
"54239",54,"NORTE SANTANDER","DURANIA",0,1,0,0,0,1,1,1,1,1,0,0
"54245",54,"NORTE SANTANDER","EL CARMEN",0,1,0,4,4,2,2,4,2,2,2,0
"54250",54,"NORTE SANTANDER","EL TARRA",3,5,2,1,5,3,1,1,3,2,3,2
"54261",54,"NORTE SANTANDER","EL ZULIA",1,1,3,2,2,3,4,0,0,2,4,1
"54313",54,"NORTE SANTANDER","GRAMALOTE",1,0,1,0,0,1,0,0,0,0,0,0
"54344",54,"NORTE SANTANDER","HACARI",3,1,0,0,0,0,1,0,0,2,5,2
"54385",54,"NORTE SANTANDER","LA ESPERANZA",1,0,0,0,2,0,0,0,0,0,1,0
"54398",54,"NORTE SANTANDER","LA PLAYA",0,1,0,0,0,1,0,2,0,1,2,1
"54405",54,"NORTE SANTANDER","LOS PATIOS",0,2,2,1,0,0,0,0,2,0,0,1
"54418",54,"NORTE SANTANDER","LOURDES",0,0,0,1,0,0,0,0,0,0,0,1
"54498",54,"NORTE SANTANDER","OCAÃ‘A",0,3,1,3,3,5,1,5,5,1,2,3
"54520",54,"NORTE SANTANDER","PAMPLONITA",0,1,0,0,0,0,0,0,0,1,0,0
"54553",54,"NORTE SANTANDER","PUERTO SANTANDER",0,0,0,1,0,0,0,0,0,0,1,0
"54599",54,"NORTE SANTANDER","RAGONVALIA",0,0,0,0,1,0,0,0,0,0,0,0
"54660",54,"NORTE SANTANDER","SALAZAR",0,1,0,0,1,3,1,0,0,2,1,0
"54670",54,"NORTE SANTANDER","SAN CALIXTO",0,0,0,0,1,3,0,1,1,0,0,1
"54673",54,"NORTE SANTANDER","SAN CAYETANO",0,0,0,1,1,0,0,0,0,0,1,0
"54680",54,"NORTE SANTANDER","SANTIAGO",0,0,0,0,0,0,0,1,0,0,0,0
"54720",54,"NORTE SANTANDER","SARDINATA",2,0,2,0,2,0,0,3,2,0,1,3
"54800",54,"NORTE SANTANDER","TEORAMA",1,3,6,3,4,2,3,3,3,1,10,2
"54810",54,"NORTE SANTANDER","TIBU",1,1,1,4,6,9,8,9,2,7,14,6
"54820",54,"NORTE SANTANDER","TOLEDO",1,0,3,1,0,0,0,0,1,1,4,0
"54874",54,"NORTE SANTANDER","VILLA DEL ROSARIO",0,0,1,2,2,0,1,0,1,0,0,0
"63001",63,"QUINDIO","ARMENIA",0,0,0,0,0,1,0,0,0,1,0,1
"63130",63,"QUINDIO","CALARCA",0,1,1,0,0,1,0,0,0,0,0,0
"63190",63,"QUINDIO","CIRCASIA",0,1,1,0,0,0,0,0,0,0,1,0
"63212",63,"QUINDIO","CORDOBA",0,0,0,0,0,0,1,0,0,0,0,0
"63401",63,"QUINDIO","LA TEBAIDA",0,0,0,0,0,1,0,1,0,0,0,0
"63470",63,"QUINDIO","MONTENEGRO",0,0,0,0,0,0,0,1,0,1,0,0
"63548",63,"QUINDIO","PIJAO",2,0,0,0,1,1,0,0,0,0,0,1
"63594",63,"QUINDIO","QUIMBAYA",0,0,0,1,0,0,0,0,0,1,0,0
"66001",66,"RISARALDA","PEREIRA",1,0,3,1,1,0,0,3,0,0,3,0
"66045",66,"RISARALDA","APIA",1,1,0,1,1,0,1,0,0,0,0,0
"66075",66,"RISARALDA","BALBOA",0,0,1,0,0,0,0,0,0,0,0,0
"66088",66,"RISARALDA","BELEN DE UMBRIA",0,0,0,0,0,0,0,0,0,0,1,0
"66170",66,"RISARALDA","DOSQUEBRADAS",0,0,0,0,0,0,2,0,0,0,0,0
"66318",66,"RISARALDA","GUATICA",0,0,0,0,1,1,1,0,0,0,0,0
"66383",66,"RISARALDA","LA CELIA",1,0,0,0,0,0,0,0,0,0,0,0
"66400",66,"RISARALDA","LA VIRGINIA",0,0,0,0,0,0,1,0,0,0,0,0
"66456",66,"RISARALDA","MISTRATO",1,1,1,0,2,0,1,1,1,0,2,0
"66572",66,"RISARALDA","PUEBLO RICO",3,3,0,1,0,4,0,1,2,2,1,0
"66594",66,"RISARALDA","QUINCHIA",0,0,0,0,1,0,0,0,0,0,0,0
"66682",66,"RISARALDA","SANTA ROSA DE CABAL",0,1,1,0,0,0,0,0,0,0,0,0
"66687",66,"RISARALDA","SANTUARIO",0,0,0,1,0,3,0,0,0,0,0,0
"68001",68,"SANTANDER","BUCARAMANGA",0,0,0,0,1,1,2,2,0,0,0,0
"68077",68,"SANTANDER","BARBOSA",0,0,0,0,0,0,0,0,0,1,0,0
"68081",68,"SANTANDER","BARRANCABERMEJA",2,5,5,3,4,5,5,2,1,2,4,4
"68092",68,"SANTANDER","BETULIA",0,1,0,0,0,0,1,0,0,0,1,0
"68101",68,"SANTANDER","BOLIVAR",0,0,1,0,0,0,0,0,0,0,0,0
"68190",68,"SANTANDER","CIMITARRA",5,1,4,1,2,2,5,0,2,1,1,2
"68209",68,"SANTANDER","CONFINES",0,0,0,0,0,0,0,0,0,1,0,0
"68217",68,"SANTANDER","COROMORO",1,0,0,0,0,0,0,0,0,0,0,0
"68229",68,"SANTANDER","CURITI",0,0,0,0,1,0,0,0,0,0,0,0
"68235",68,"SANTANDER","EL CARMEN DE CHUCURI",1,1,1,0,0,2,2,2,0,0,1,0
"68245",68,"SANTANDER","EL GUACAMAYO",0,0,1,0,0,0,0,0,0,0,0,0
"68255",68,"SANTANDER","EL PLAYON",0,1,0,1,1,4,0,2,0,0,2,1
"68266",68,"SANTANDER","ENCISO",0,0,0,0,0,0,1,0,0,0,1,0
"68271",68,"SANTANDER","FLORIAN",1,0,0,0,0,0,0,0,0,0,0,0
"68276",68,"SANTANDER","FLORIDABLANCA",0,0,1,0,0,1,0,0,1,0,0,0
"68296",68,"SANTANDER","GALAN",1,0,0,0,0,1,0,0,0,0,0,0
"68320",68,"SANTANDER","GUADALUPE",2,0,0,0,0,0,0,0,0,0,0,0
"68322",68,"SANTANDER","GUAPOTA",0,0,0,0,0,0,0,0,0,0,1,0
"68344",68,"SANTANDER","HATO",0,0,0,0,0,0,1,0,0,0,0,0
"68377",68,"SANTANDER","LA BELLEZA",0,0,1,0,0,0,0,0,0,1,0,0
"68385",68,"SANTANDER","LANDAZURI",0,0,3,0,1,1,1,1,1,0,0,0
"68397",68,"SANTANDER","LA PAZ",1,0,0,0,0,0,1,0,0,0,1,0
"68406",68,"SANTANDER","LEBRIJA",3,1,0,2,3,3,1,0,1,6,1,2
"68418",68,"SANTANDER","LOS SANTOS",0,0,1,0,1,0,0,0,0,0,0,0
"68444",68,"SANTANDER","MATANZA",0,0,0,0,0,0,0,0,0,1,0,0
"68500",68,"SANTANDER","OIBA",0,0,0,0,1,0,0,0,0,0,0,0
"68502",68,"SANTANDER","ONZAGA",0,0,0,0,1,0,0,0,0,0,0,0
"68524",68,"SANTANDER","PALMAS SOCORRO",0,0,0,0,1,0,0,0,0,0,0,0
"68533",68,"SANTANDER","PARAMO",1,0,0,0,0,0,0,0,0,0,0,0
"68547",68,"SANTANDER","PIEDECUESTA",0,1,1,2,2,0,0,0,1,0,0,0
"68573",68,"SANTANDER","PUERTO PARRA",0,1,0,0,0,0,0,0,0,1,0,0
"68575",68,"SANTANDER","PUERTO WILCHES",1,1,0,1,2,2,0,0,0,1,1,1
"68615",68,"SANTANDER","RIONEGRO",0,1,0,0,1,0,1,0,1,2,1,0
"68655",68,"SANTANDER","SABANA DE TORRES",1,2,2,1,2,3,2,3,1,1,0,3
"68679",68,"SANTANDER","SAN GIL",0,0,1,0,0,1,0,0,0,0,0,0
"68684",68,"SANTANDER","SAN JOSE DE MIRANDA",0,0,0,0,0,0,0,0,0,0,0,1
"68689",68,"SANTANDER","SAN VICENTE DE CHUCURI",1,0,1,1,0,1,0,3,1,2,0,0
"68720",68,"SANTANDER","SANTA HELENA DEL OPON",0,0,0,0,0,1,0,0,1,0,0,0
"68745",68,"SANTANDER","SIMACOTA",0,0,0,0,0,0,2,0,0,0,0,0
"68755",68,"SANTANDER","SOCORRO",0,2,0,0,0,0,0,0,0,0,0,0
"68770",68,"SANTANDER","SUAITA",0,1,0,0,1,0,0,0,0,0,0,0
"68855",68,"SANTANDER","VALLE DE SAN JOSE",0,0,0,0,0,0,0,0,0,0,1,1
"68895",68,"SANTANDER","ZAPATOCA",0,0,0,1,0,0,0,0,0,0,0,0
"70001",70,"SUCRE","SINCELEJO",2,4,4,1,5,5,1,1,2,2,4,4
"70110",70,"SUCRE","BUENAVISTA",0,0,0,0,0,1,0,0,1,0,0,0
"70124",70,"SUCRE","CAIMITO",0,0,0,0,0,1,0,0,0,0,0,1
"70204",70,"SUCRE","COLOSO (RICAURTE)",1,0,0,0,0,1,1,0,0,0,1,0
"70215",70,"SUCRE","COROZAL",1,0,0,0,0,0,0,0,2,0,0,0
"70221",70,"SUCRE","COVEÃ‘AS",2,0,0,1,0,2,1,0,1,0,0,0
"70230",70,"SUCRE","CHALAN",0,1,0,1,0,0,0,0,0,0,0,0
"70233",70,"SUCRE","EL ROBLE",0,0,0,1,0,0,0,0,0,2,0,1
